plate	row	col	a450_620	stype	detail	dilution	above_baseline	ngml	ngml_trunc	flag
38	C	1	3.401			1	TRUE	34.9117008880303	20	ULQ
38	C	2	0.234	sample	31AR	50	TRUE	138.18213696499	138.18213696499	
38	C	3	1.152	sample	31AR	10	TRUE	125.155475589462	125.155475589462	
38	C	4	1.197	sample	31AR	10	TRUE	129.783538709225	129.783538709225	
38	C	5	0.063	sample	32A	50	TRUE	39.8505511377578	50	LLQ
38	C	6	0.071	sample	32A	50	TRUE	44.6305232532132	50	LLQ
38	C	7	0.372	sample	32A	10	TRUE	42.8805909358639	42.8805909358639	
38	C	8	0.375	sample	32A	10	TRUE	43.2082148745435	43.2082148745435	
38	C	9	0.142	sample	32B	50	TRUE	86.0775650446971	86.0775650446971	
38	C	10	0.145	sample	32B	50	TRUE	87.7998788058046	87.7998788058046	
38	C	11	0.914	sample	32B	10	TRUE	100.510039297954	100.510039297954	
38	C	12	0.882	sample	32B	10	TRUE	97.1723616115381	97.1723616115381	
38	D	1	0.02	sample	33A	50	TRUE	13.4348242372251	50	LLQ
38	D	2	0.017	sample	33A	50	TRUE	11.5172528389126	50	LLQ
38	D	3	0.084	sample	33A	10	TRUE	10.467840401354	10.467840401354	
38	D	4	0.071	sample	33A	10	TRUE	8.92610465064264	10	LLQ
38	D	5	0.023	sample	33B	50	TRUE	15.3373263966476	50	LLQ
38	D	6	0.041	sample	33B	50	TRUE	26.5247921096291	50	LLQ
38	D	7	0.19	sample	33B	10	TRUE	22.6860703193546	22.6860703193546	
38	D	8	0.186	sample	33B	10	TRUE	22.2332405648421	22.2332405648421	
38	D	9	0.186	sample	34A	50	TRUE	111.166202824211	111.166202824211	
38	D	10	0.192	sample	34A	50	TRUE	114.561486464633	114.561486464633	
38	D	11	1.02	sample	34A	10	TRUE	111.523569793687	111.523569793687	
38	D	12	0.985	sample	34A	10	TRUE	107.893979691363	107.893979691363	
38	E	1	0.151	sample	35AR	50	TRUE	91.2389477687348	91.2389477687348	
38	E	2	0.183	sample	35AR	50	TRUE	109.466419189439	109.466419189439	
38	E	3	1.04	sample	35AR	10	TRUE	113.594678627954	113.594678627954	
38	E	4	0.945	sample	35AR	10	TRUE	103.737578035427	103.737578035427	
38	E	5	0.705	sample	36AR	50	TRUE	392.943492747248	392.943492747248	
38	E	6	0.832	sample	36AR	50	TRUE	459.722149654587	459.722149654587	
38	E	7	3.455	sample	36AR	10	TRUE	354.367579539235	200	ULQ
38	E	8	3.476	sample	36AR	10	TRUE	356.408303517864	200	ULQ
38	E	9	0.423	sample	37A	50	TRUE	242.161319096577	242.161319096577	
38	E	10	0.505	sample	37A	50	TRUE	286.433661857416	286.433661857416	
38	E	11	2.625	sample	37A	10	TRUE	273.140914594624	200	ULQ
38	E	12	2.498	sample	37A	10	TRUE	260.602319451755	200	ULQ
38	F	1	1.068	sample	38AR	50	TRUE	582.453680389989	582.453680389989	
38	F	2	1.111	sample	38AR	50	TRUE	604.652745589824	604.652745589824	
38	F	3	4.085	sample	38AR	10	TRUE	415.323668578241	200	ULQ
38	F	4	4.102	sample	38AR	10	TRUE	416.961330738309	200	ULQ
38	F	5	0.208	sample	39A	50	TRUE	123.588892237138	123.588892237138	
38	F	6	0.23	sample	39A	50	TRUE	135.942798686942	135.942798686942	
38	F	7	1.27	sample	39A	10	TRUE	137.272065648289	137.272065648289	
38	F	8	1.258	sample	39A	10	TRUE	136.04265890411	136.04265890411	
38	F	9	0.241	sample	40A	50	TRUE	142.096176303802	142.096176303802	
38	F	10	0.241	sample	40A	50	TRUE	142.096176303802	142.096176303802	
38	F	11	1.309	sample	40A	10	TRUE	141.263466079453	141.263466079453	
38	F	12	1.347	sample	40A	10	TRUE	145.14653212034	145.14653212034	
38	G	1	0.362	sample	41A	50	TRUE	208.937522251559	208.937522251559	
38	G	2	0.386	sample	41A	50	TRUE	222.041683354723	222.041683354723	
38	G	3	2.058	sample	41A	10	TRUE	216.890219566686	200	ULQ
38	G	4	1.977	sample	41A	10	TRUE	208.792522440994	200	ULQ
38	G	5	0.136	sample	42A	50	TRUE	82.627171250753	82.627171250753	
38	G	6	0.125	sample	42A	50	TRUE	76.2804249619473	76.2804249619473	
38	G	7	0.908	sample	42A	10	TRUE	99.8846975813097	99.8846975813097	
38	G	8	0.911	sample	42A	10	TRUE	100.197395413182	100.197395413182	
38	G	9	0.076	sample	42BR	50	TRUE	47.6034820138018	50	LLQ
38	G	10	0.086	sample	42BR	50	TRUE	53.5193517815102	53.5193517815102	
38	G	11	0.564	sample	42BR	10	TRUE	63.6103132155319	63.6103132155319	
38	G	12	0.617	sample	42BR	10	TRUE	69.2611872664327	69.2611872664327	
38	H	1	0.166	sample	43A	50	TRUE	99.8059439022267	99.8059439022267	
38	H	2	0.147	sample	43A	50	TRUE	88.947048757282	88.947048757282	
38	H	3	0.824	sample	43A	10	TRUE	91.1064571932398	91.1064571932398	
38	H	4	2.016	sample	43A	10	TRUE	212.693540647729	200	ULQ
38	H	5	0.105	sample	43BR	50	TRUE	64.6635672880866	64.6635672880866	
38	H	6	0.163	sample	43BR	50	TRUE	98.0959108607275	98.0959108607275	
38	H	7	0.775	sample	43BR	10	TRUE	85.9644031019597	85.9644031019597	
38	H	8	0.835	sample	43BR	10	TRUE	92.2585606670189	92.2585606670189	
38	H	9	0.23	sample	44A	50	TRUE	135.942798686942	135.942798686942	
38	H	10	0.243	sample	44A	50	TRUE	143.213371976492	143.213371976492	
38	H	11	1.368	sample	44A	10	TRUE	147.289965406724	147.289965406724	
38	H	12	1.413	sample	44A	10	TRUE	151.877268880458	151.877268880458	
